Global Rank,Institution,Country,Sector,Best Country Quartile
120,"Nokia, United States",USA,Companies,1
120,"Southeast University, Nanjing *",CHN,Universities,1
122,Beijing University of Posts and Telecommunications,CHN,Universities,1
123,AstraZeneca *,MUL,Companies,1
124,Wellcome Trust Sanger Institute,GBR,Health,1
125,Centre National de la Recherche Scientifique *,FRA,Government,1
126,Fraunhofer Institut fur Nachrichtentechnik Heinrich Hertz Institut,DEU,Government,1
127,"Microsoft Research Cambridge, UK",GBR,Companies,1
128,"Siemens Healthineers, USA",USA,Companies,1
129,Salk Institute for Biological Studies,USA,Health,1
129,Canon Inc *,MUL,Companies,1
131,Minatec Campus d'Innovation en Micro et Nanotechnologies,FRA,Non-Profit,1
132,"Roche Products Ltd, United Kingdom",GBR,Companies,1
133,"Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences",CHN,Government,1
134,"Philips Research, Eindhoven",NLD,Companies,1
134,National Digital Switching System Engineering and Technological Research Center,CHN,Government,1
136,Robert Bosch *,MUL,Companies,1
137,Nippon Telegraph and Telephone Corporation *,MUL,Companies,1
138,"Nippon Telegraph and Telephone Corp, Japan",JPN,Companies,1
139,Xidian University,CHN,Universities,1
140,Collaborative Innovation Center of Chemical Science and Engineering,CHN,Government,1
141,"National Institute of Biological Sciences, Beijing",CHN,Government,1
142,ZTE Corp *,MUL,Companies,1
143,Genome Institute of Singapore,SGP,Government,1
144,Xi'an Jiaotong University *,CHN,Universities,1
145,"Amazon.com Inc, United States",USA,Companies,1
146,"Amazon.com, Inc *",MUL,Companies,1
147,National Institute of Allergy and Infectious Diseases,USA,Health,1
148,"AstraZeneca, United Kingdom",GBR,Companies,1
149,Sichuan University *,CHN,Universities,1
150,Dana Farber Cancer Institute ,USA,Health,1
151,Japan Agency for Medical Research and Development,JPN,Health,1
152,Jilin University *,CHN,Universities,1
153,Jiangnan University *,CHN,Universities,1
154,Collaborative Innovation Center of Geospatial Technology,CHN,Government,1
155,Panasonic Corp *,MUL,Companies,1
156,Singapore-MIT Alliance,SGP,Government,1
157,Amgen *,MUL,Companies,1
158,"Gilead Sciences Inc, United States",USA,Companies,1
159,Cisco Systems Inc *,MUL,Companies,1
160,"Nokia Bell Labs, France",FRA,Companies,1
161,"Amgen, USA",USA,Companies,1
162,Zhejiang University of Technology,CHN,Universities,1
163,European Molecular Biology Laboratory Heidelberg,DEU,Government,1
164,Central South University *,CHN,Universities,1
165,Gilead Sciences *,MUL,Companies,1
166,Janssen Biotech Inc,USA,Companies,1
166,Institut Eurecom,FRA,Universities,1
168,Wuhan University *,CHN,Universities,1
169,Telethon Institute of Genetics and Medicine,ITA,Non-Profit,1
170,Leibniz Institut fur Molekulare Pharmakologie,DEU,Government,1
171,Jackson Laboratory,USA,Health,1
171,Institut Micalis,FRA,Government,1
173,Janssen,MUL,Companies,1
174,National Center for Biotechnology Information,USA,Government,1
175,Harvard Medical School,USA,Universities,1
176,Sony Corp *,MUL,Companies,1
177,"Bosch, Germany",DEU,Companies,1
178,Sony Japan,JPN,Companies,1
179,Samsung Advanced Institute Technology,KOR,Non-Profit,1
180,"Daiichi Sankyo Co., Ltd. Japan",JPN,Companies,1
181,Fondazione Telethon *,ITA,Non-Profit,1
182,"Institute of Computing Technology, Chinese Academy of Sciences",CHN,Government,1
183,Beijing Institute of Technology,CHN,Universities,1
184,Institute for Systems Biology,USA,Health,1
185,"ZTE, China",CHN,Companies,1
186,Koninklijke Philips NV *,MUL,Companies,1
186,Flanders Interuniversity Institute for Biotechnology *,BEL,Government,1
188,Alibaba Group *,MUL,Companies,1
189,"GlaxoSmithKline, United States",USA,Companies,1
190,NEC Japan,JPN,Companies,1
191,"Toyota Motor Corp, USA",USA,Companies,1
192,Toshiba Corp *,MUL,Companies,1
193,The Buck Institute for Research on Aging,USA,Health,1
194,European Molecular Biology Organization *,DEU,Government,1
195,"Janssen Research & Development, LLC",BEL,Companies,1
196,Institute of Molecular and Cell Biology,SGP,Government,1
197,Cancer Research UK,GBR,Health,1
198,"AstraZeneca, Sweden",SWE,Companies,1
199,Merck KGaA *,MUL,Companies,1
200,"Institute of Biophysics, Chinese Academy of Sciences",CHN,Government,1
201,Ngee Ann Polytechnic,SGP,Universities,1
202,Sun Yat-Sen University *,CHN,Universities,1
203,Sun Health  *,USA,Health,1
204,Johnson & Johnson *,MUL,Companies,1
205,"AstraZeneca, United States",USA,Companies,1
206,UCSF Helen Diller Family Comprehensive Cancer Center,USA,Health,1
207,Sanofi *,MUL,Companies,1
208,"Takeda Pharmaceutical Co Inc, Japan",JPN,Companies,1
209,"Nokia, France",FRA,Companies,1
210,Guangzhou International Bio Island,CHN,Government,1
211,"Microsoft, India",IND,Companies,1
212,Robert H. Lurie Comprehensive Cancer Center,USA,Health,1
213,National Institutes of Health,USA,Health,1
214,"Merck KGaA, Germany",DEU,Companies,1
215,Shandong University *,CHN,Universities,1
216,Fondazione IFOM Istituto Firc di Oncologia Molecolare,ITA,Health,1
217,Northwestern Polytechnical University,CHN,Universities,1
218,Stanford University *,USA,Universities,1
219,Shenyang Pharmaceutical University,CHN,Universities,1
220,Orange SA *,MUL,Companies,1
221,"Orange SA, France",FRA,Companies,1
222,Center for Life Sciences,CHN,Government,1
223,Ontario Institute for Cancer Research,CAN,Non-Profit,1
224,Frederick National Laboratory for Cancer Research,USA,Health,1
225,"Agency for Science, Technology and Research Singapore *",SGP,Government,1
226,"Guangdong Institute of Microbiology, GDAS",CHN,Government,1
227,UCB Pharma SA *,MUL,Companies,1
228,"Hoffmann-La Roche Ltd, Switzerland",CHE,Companies,1
229,U.S. Department of Health & Human Services *,USA,Health,1
230,Cancer Research Institute Ghent,BEL,Health,1
231,"Siemens AG, USA",USA,Companies,1
232,Nanyang Technological University *,SGP,Universities,1
233,University of Science and Technology of China *,CHN,Universities,1
234,"Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences",CHN,Government,1
235,"Tata Consultancy Services Ltd, India",IND,Companies,1
236,State Key Laboratory of Millimeter Waves,HKG,Government,1
236,Swiss Institute of Bioinformatics,CHE,Non-Profit,1
238,"Institute of Biological Chemistry, Academia Sinica",TWN,Government,1
239,"Mitsubishi Electric Corp, Japan",JPN,Companies,1
240,"Changchun Institute of Applied Chemistry, Chinese Academy of Sciences",CHN,Government,1
241,Centro Nacional de Investigaciones Oncologicas,ESP,Health,1
242,National University of Defense Technology,CHN,Universities,1
243,The Rockefeller University *,USA,Universities,1
244,Canadian Institute for Advanced Research,CAN,Non-Profit,1
245,"General Electric Co, USA",USA,Companies,1
246,Chinese Academy of Agricultural Sciences *,CHN,Government,1
247,"Academy of Military Medical Sciences, Academy of Military Sciences of PLA",CHN,Health,1
248,China Pharmaceutical University,CHN,Universities,1
249,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",CHN,Government,1
250,"Institute of Chemistry, Chinese Academy of Sciences",CHN,Government,1
251,"Huawei Technologies Co Ltd, Hong Kong",HKG,Companies,1
252,Fraunhofer-Institut fur Integrierte Schaltungen,DEU,Government,1
253,Research Center for Information Technology Innovation Academia Sinica,TWN,Government,1
254,China Electronics Technology Group Corp No 54 Research Institute,CHN,Non-Profit,1
255,Forschungszentrum fur Molekulare Medizin der Osterreichischen Akademie der Wissenschaften,AUT,Government,1
256,"Siemens AG, Germany",DEU,Companies,1
256,Texas Instruments *,MUL,Companies,1
258,Korea Advanced Institute of Science and Technology *,KOR,Universities,1
259,Max Planck Institut fur Intelligente Systeme,DEU,Government,1
260,Sumitomo Group *,MUL,Companies,1
261,"Institute of Microbiology, Chinese Academy of Sciences",CHN,Government,1
262,Max Planck Institut fur Biochemie,DEU,Government,1
263,"Sanofi, France",FRA,Companies,1
264,"Eli Lilly and Company, United States",USA,Companies,1
265,Centro Pfizer - Universidad de Granada - Junta de Andalucia de Genomica e Investigacion Oncologica,ESP,Government,1
266,Shenzhen University,CHN,Universities,1
267,Fudan University *,CHN,Universities,1
268,"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences",CHN,Government,1
269,Max Planck Institut fur Molekulare Genetik,DEU,Government,1
270,Boyce Thompson Institute for Plant Research,USA,Non-Profit,1
271,Max Planck Institut fur Medizinische Forschung,DEU,Government,1
272,National Center for Nanoscience and Technology of China,CHN,Government,1
273,McGowan Institute for Regenerative Medicine,USA,Health,1
274,Novo Nordisk A/S,DNK,Companies,1
275,Tongji University *,CHN,Universities,1
275,Novo Nordisk *,MUL,Companies,1
277,The Francis Crick Institute,GBR,Health,1
278,China Petroleum and Chemical Corporation *,CHN,Companies,1
279,Center for Global Infectious Disease Research,USA,Health,1
280,"Dalian Institute of Chemical Physics, Chinese Academy of Sciences",CHN,Government,1
281,Centro de Biologia Molecular Severo Ochoa,ESP,Government,1
281,Forschungszentrum Informatik,DEU,Government,1
281,Dalian University of Technology *,CHN,Universities,1
284,GlaxoSmithKline *,MUL,Companies,1
284,Siemens *,MUL,Companies,1
286,"AbbVie Inc, United States",USA,Companies,1
287,Takeda Pharmaceuticals International Inc *,MUL,Companies,2
288,Nankai University *,CHN,Universities,1
289,NXP Semiconductors NV *,MUL,Companies,2
290,National Centre for Infectious Diseases,SGP,Health,1
291,AbbVie *,MUL,Companies,2
292,Agilent Technologies *,MUL,Companies,2
293,"UCB Pharma SA, Belgium",BEL,Companies,1
294,"Pfizer Inc, United States",USA,Companies,1
295,Nanjing University of Posts and Telecommunications,CHN,Universities,1
296,"Bayer AG, Germany",DEU,Companies,1
297,Institute for Infocomm Research,SGP,Government,1
298,Deutsches Krebsforschungszentrum,DEU,Government,1
299,"Institute of Information Engineering, Chinese Academy of Sciences",CHN,Government,1
300,Nanjing University of Aeronautics and Astronautics,CHN,Universities,1
300,IDIAP Research Institute,CHE,Government,1
302,"Panasonic Corp, Japan",JPN,Companies,1
303,Infineon Technologies Austria AG,AUT,Companies,1
304,Hitachi *,MUL,Companies,2
305,Korea Research Institute of Chemical Technology,KOR,Government,1
306,National University of Singapore *,SGP,Universities,1
307,"Takeda Pharmaceuticals International Inc, USA",USA,Companies,1
307,British Columbia Cancer Research Centre,CAN,Health,1
309,Novartis *,MUL,Companies,1
309,Babraham Institute,GBR,Government,1
309,Van Andel Institute,USA,Health,1
312,Foundation Medicine Inc,USA,Companies,1
313,China Electronics Technology Group Corp *,CHN,Companies,1
314,Helmholtz Gemeinschaft *,DEU,Government,1
315,Boehringer Ingelheim GmbH Germany,DEU,Companies,1
316,"Boehringer Ingelheim, USA",USA,Companies,1
317,"Merck & Co Inc, United States",USA,Companies,1
317,Bioinformatics Institute,SGP,Government,2
319,Korea Institute of Science and Technology,KOR,Government,1
320,GlobalFoundries Inc *,MUL,Companies,2
321,Paul Ehrlich Institut,DEU,Government,1
322,"Genomics Research Center, Academia Sinica",TWN,Government,1
322,Boehringer Ingelheim *,MUL,Companies,1
324,Center for Biologics Evaluation and Research,USA,Government,1
325,"GE Global Research, USA",USA,Companies,1
326,"Daiichi Sankyo Co., Ltd. *",MUL,Companies,2
327,"Telefonica SA, Spain",ESP,Companies,1
328,Guangdong Power Grid Co Ltd,CHN,Companies,1
329,Institut National de la Sante et de la Recherche Medicale *,FRA,Health,1
330,Applied Materials Inc *,MUL,Companies,2
331,Beijing National Laboratory for Molecular Sciences,CHN,Government,1
332,ZEISS Group *,MUL,Companies,2
333,Eli Lilly *,MUL,Companies,1
334,Institute of Cancer Research,GBR,Health,1
334,Memorial Sloan-Kettering Cancer Center,USA,Health,1
336,Fraunhofer Institut fur Molekularbiologie und Angewandte Oekologie,DEU,Government,1
337,Guangdong University of Technology,CHN,Universities,1
338,Merck & Co Inc *,MUL,Companies,1
339,"Texas Instruments, United States",USA,Companies,1
340,BMW Group *,MUL,Companies,2
341,"Corteva Agriscience, USA",USA,Companies,1
342,Centre de Recherche des Cordeliers,FRA,Government,1
343,"Institute of Genetics and Developmental Biology, Chinese Academy of Sciences",CHN,Government,1
344,German Cancer Consortium,DEU,Government,1
345,"Soochow University, Suzhou *",CHN,Universities,1
346,Fred Hutchinson Cancer Research Center *,USA,Health,1
347,Nanjing Tech University,CHN,Universities,1
348,Telefonica *,MUL,Companies,1
349,CIC bioGUNE,ESP,Government,1
350,Shenzhen Research Institute of Big Data,CHN,Government,1
351,"BMW AG, Germany",DEU,Companies,1
352,Walter and Eliza Hall Institute of Medical Research,AUS,Health,1
352,Max-Delbruck-Centrum fur Molekulare Medizin ,DEU,Government,1
354,"Siemens Healthineers, Germany",DEU,Companies,1
355,Electronics Telecommunication Research Institute,KOR,Government,1
356,Bayer *,MUL,Companies,2
357,"Ningbo Institute of Material Technology and Engineering, Chinese Academy of Sciences",CHN,Government,1
357,"Applied Materials Inc, USA",USA,Companies,1
359,"Lanzhou Institute of Chemical Physics, Chinese Academy of Sciences",CHN,Government,1
360,Chongqing University,CHN,Universities,1
360,ShanghaiTech University *,CHN,Universities,1
362,"Alibaba Group, China",CHN,Companies,1
363,Seoul National University *,KOR,Universities,1
364,John Innes Center,GBR,Government,1
365,Hangzhou Dianzi University,CHN,Universities,1
366,Institute of Enzymology Hungarian Academy of Sciences,HUN,Government,1
367,Korea Research Institute of Bioscience and Biotechnology,KOR,Government,1
368,"Toshiba Corp, Japan",JPN,Companies,1
369,Institut de Recerca Biomedica Barcelona,ESP,Health,1
370,Nanjing University *,CHN,Universities,1
371,Olivia Newton-John Cancer Research Institute *,AUS,Health,1
372,Zhengzhou University *,CHN,Universities,1
373,Pfizer *,MUL,Companies,1
374,Leibniz-Institut fur Neue Materialien,DEU,Government,1
375,Carnegie Mellon University *,USA,Universities,1
376,"Beijing Institute of Genomics, Chinese Academy of Sciences",CHN,Government,1
376,Shanghai Cancer Institute,CHN,Health,1
378,Wuhan National Laboratory for Optoelectronics,CHN,Government,1
379,Hunan University,CHN,Universities,1
380,National Cancer Institute,USA,Health,1
381,Beijing University of Chemical Technology,CHN,Universities,1
382,"BASF, Germany",DEU,Companies,1
383,Fuzhou University,CHN,Universities,1
384,Centro de Investigacion Biomedica en Red de Cancer,ESP,Health,1
385,Waters Corp *,MUL,Companies,2
386,Harbin Engineering University,CHN,Universities,1
387,Georgia Institute of Technology *,USA,Universities,1
388,BASF Group *,MUL,Companies,2
389,IMEC International,BEL,Companies,1
390,Institute for Molecular Medicine,FIN,Health,1
391,National Library of Medicine,USA,Health,1
392,Aramco *,MUL,Companies,2
393,"GlaxoSmithKline, United Kingdom",GBR,Companies,1
393,Danone Nederland BV,NLD,Companies,1
395,"University of California, San Diego *",USA,Universities,1
396,Chongqing University of Post and Telecommunications,CHN,Universities,1
397,Doe Joint Genome Institute,USA,Government,1
398,Morgridge Institute for Research,USA,Health,1
399,Nestle Switzerland,CHE,Companies,1
400,"Institute of Biomedical Science, Academia Sinica",TWN,Government,1
401,Institute of Materials Research and Engineering,SGP,Government,2
402,Sanquin Blood Supply,NLD,Health,1
403,"Suzhou Institute of Nano-Tech and Nano-Bionics, Chinese Academy of Sciences",CHN,Government,1
404,Tianjin University of Science and Technology,CHN,Universities,1
405,Southwest Petroleum University,CHN,Universities,1
406,Nanjing University of Science and Technology,CHN,Universities,1
406,Institut Necker Enfants Malades,FRA,Government,1
408,Volkswagen AG *,MUL,Companies,2
409,Shanghai Institute of Microsystem and Information Technology,CHN,Government,1
410,Institut de Recherche en Cancerologie de Montpellier,FRA,Government,1
411,"Institut Catala d'Oncologia, Badalona",ESP,Health,1
412,"University of California, Berkeley *",USA,Universities,1
413,Shanghai Public Health Clinical Center,CHN,Health,1
413,State Grid Zhejiang Electric Power Co,CHN,Companies,1
415,Academy of Military Sciences of the Chinese People's Liberation Army *,CHN,Government,1
416,Max Planck Institut fur Biologie Tubingen,DEU,Government,1
417,Basque Center for Macromolecular Design and Engineering,ESP,Government,1
418,Qingdao University of Science and Technology,CHN,Universities,1
419,State Grid Sichuan Electric Power Research Institute,CHN,Non-Profit,1
420,Xiamen University *,CHN,Universities,1
421,University of Colorado Cancer Center,USA,Health,1
422,"Saudi Arabian Oil Co, Saudi Arabia",SAU,Companies,1
423,Hefei University of Technology *,CHN,Universities,1
424,Maurice Wilkins Centre,NZL,Government,1
425,Dow Chemical Co USA,USA,Companies,1
426,"Corning, USA",USA,Companies,1
426,Danone *,MUL,Companies,1
428,Massachusetts General Hospital,USA,Health,1
429,Centre International de Recherche en Infectiologie,FRA,Government,1
430,China Aerospace Science and Technology Corp *,CHN,Government,1
431,Qatar Computing Research Institute,QAT,Government,1
432,Institut de Pharmacologie et de Biologie Structurale,FRA,Government,1
433,Swiss Federal Institute of Technology,CHE,Universities,1
434,Cornell University *,USA,Universities,1
435,Tsinghua-Berkeley Shenzhen Institute,CHN,Government,1
436,"Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Barcelona",ESP,Health,1
437,"National Innovation Institute of Defense Technology, Academy of Military Sciences of PLA",CHN,Government,1
438,Institut Pasteur de Paris,FRA,Health,1
439,City of Hope,USA,Health,1
440,Wuhan University of Technology *,CHN,Universities,1
441,Fraunhofer-Institut fur Zelltherapie und Immunologie,DEU,Government,1
442,ABB Group *,MUL,Companies,2
443,Singapore University of Technology and Design,SGP,Universities,2
444,Korea University *,KOR,Universities,1
445,State Key Joint Laboratory of Integrated Optoelectronics,CHN,Government,1
446,Southwest Jiaotong University,CHN,Universities,1
447,State Key Laboratory of Cryptology,CHN,Government,1
448,Institut de Microelectronica de Barcelona,ESP,Government,1
449,China National Petroleum Corp *,CHN,Companies,1
450,Ludwig Boltzmann Institute for Traumatology,AUT,Health,1
451,Barbara Ann Karmanos Cancer Institute,USA,Health,1
452,SRI International,USA,Non-Profit,1
453,Jiangsu University *,CHN,Universities,1
454,Shionogi & Co Ltd,JPN,Companies,1
455,"Institute of Optics and Electronics, Chinese Academy of Sciences",CHN,Government,1
456,Nanjing Forestry University,CHN,Universities,1
457,"Abbott Laboratories, United States",USA,Companies,1
458,"Pfizer Inc, Spain",ESP,Companies,1
458,Corning *,MUL,Companies,2
460,Deutsche Telekom Headquarters *,MUL,Companies,2
461,King Abdullah University of Science and Technology,SAU,Universities,1
462,Handong Global University,KOR,Universities,1
462,Australian Research Council Centre of Excellence for Electromaterials Science,AUS,Government,1
464,Nestle *,MUL,Companies,2
465,National Institute of Dental and Craniofacial Research,USA,Health,1
466,Dow Chemical Co *,MUL,Companies,2
467,"Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences",CHN,Government,1
468,Institut Gustave Roussy *,FRA,Health,1
469,The Chinese University of Hong Kong *,HKG,Universities,1
470,Centre de Recherches en Cancerologie de Toulouse,FRA,Government,1
471,University of Texas M.D. Anderson Cancer Center ,USA,Health,1
471,Institut Cochin,FRA,Government,1
473,Huazhong Agricultural University,CHN,Universities,1
474,Instituto de Ciencia y Tecnologia de Polimeros,ESP,Government,1
475,Instituto de Biologia Molecular y Celular del Cancer de Salamanca,ESP,Government,1
476,Environmental Molecular Sciences Laboratory,USA,Government,1
477,Medical Research Council,GBR,Health,1
478,National Computer Network Emergency Response Technical Team,CHN,Non-Profit,1
479,Max Planck Institut fur Polymerforschung,DEU,Government,1
480,Institut des Maladies Genetiques Imagine,FRA,Government,1
481,Centro de Regulacion Genomica,ESP,Health,1
482,Corteva Agriscience *,MUL,Companies,2
482,Ecole Polytechnique Federale de Lausanne,CHE,Universities,1
484,Konica Minolta Inc *,MUL,Companies,2
485,UC San Diego Health System,USA,Health,1
486,Peng Cheng Laboratory,CHN,Government,1
487,East China University of Science and Technology,CHN,Universities,1
488,British Columbia Cancer Agency *,CAN,Health,1
489,Quadram Institute,GBR,Health,1
490,The Hong Kong University of Science and Technology,HKG,Universities,1
491,Raytheon Technologies Corporation *,MUL,Companies,2
492,"Changchun Institute of Optics Fine Mechanics and Physics, Chinese Academy of Sciences",CHN,Government,1
492,Chongqing University of Education,CHN,Universities,1
494,State Grid Zhejiang Electric Power Research Institute,CHN,Non-Profit,1
495,Mitsubishi Chemical Group Corp,MUL,Companies,2
496,Johns Hopkins University *,USA,Universities,1
497,Shanghai Academy of Agricultural Sciences,CHN,Government,1
498,"Thales Group France, S.A.",FRA,Companies,1
499,University of Oxford *,GBR,Universities,1
500,Shenzhen Municipal People’s Government *,CHN,Government,1
501,China Agricultural University,CHN,Universities,1
502,"Volkswagen AG, Germany",DEU,Companies,1
502,State Grid Jiangsu Electric Power Co,CHN,Companies,1
504,China National Tobacco Corp *,CHN,Government,1
505,Astellas Pharma Inc,JPN,Companies,1
506,Imperial College London,GBR,Universities,1
506,Japan Science & Technology Agency,JPN,Government,1
508,Fraunhofer Gesellschaft *,DEU,Government,1
509,Jiangsu Provincial Government *,CHN,Government,1
510,Shanghai University,CHN,Universities,1
511,State Grid Shandong Electric Power Co,CHN,Companies,1
512,"University of California, Los Angeles *",USA,Universities,1
513,CIC energiGUNE,ESP,Government,1
514,Ulsan National Institute of Science and Technology *,KOR,Universities,1
514,Beijing Technology and Business University,CHN,Universities,1
516,Changchun University of Technology,CHN,Universities,1
517,University of Science and Technology Beijing,CHN,Universities,1
517,Oklahoma Medical Research Foundation,USA,Health,1
519,Chinese Academy of Medical Sciences and Peking Union Medical College *,CHN,Universities,1
520,Centro Nacional de Biotecnologia,ESP,Government,1
521,Ministry of Agriculture,CHN,Government,1
521,Jinan University *,CHN,Universities,1
523,Centre Mediterraneen de Medecine Moleculaire,FRA,Government,1
524,Pohang University of Science and Technology,KOR,Universities,1
525,National University Cancer Institute,SGP,Health,2
525,Center for Nanoscale Materials,USA,Government,1
527,Qilu University of Technology,CHN,Universities,1
527,"Springer Nature, New Zealand",NZL,Companies,1
529,"Shanghai Institute of Ceramics, Chinese Academy of Sciences",CHN,Government,1
530,Hyundai Motor Group *,MUL,Companies,2
