454, Cancer Research Institute Ghent
462, National Institute of Neurological Disorders and Stroke
464, Pfizer Inc, United States
465, Commonwealth Scientific and Industrial Research Organization *
469, Roche Products Ltd, United Kingdom
472, Institute of Computing Technology, Chinese Academy of Sciences
483, Telethon Institute of Genetics and Medicine
485, Centre International de Recherche en Infectiologie
486, Institut Micalis
487, Fondazione IFOM Istituto Firc di Oncologia Molecolare
495, Ontario Institute for Cancer Research
498, Janssen Biotech Inc
501, Nippon Telegraph and Telephone Corp, Japan
502, Beijing Institute of Genomics, Chinese Academy of Sciences
514, Japan Science & Technology Agency
520, Institut Eurecom
522, Hoffmann-La Roche Ltd, Switzerland
523, ParisTech, Institut des Sciences et Technologies de Paris - PRES *
524, Institute of Microbiology, Chinese Academy of Sciences
525, Sun Health  *
528, Takeda Pharmaceuticals International Inc *
530, Collaborative Innovation Center of Chemical Science and Engineering
535, Exploration and Petroleum Engineering Advanced Research Center, SAU
538, ZTE Corp *
540, National Institute of Environmental Health Sciences
542, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences
543, University of Pittsburgh Medical Center  *
544, National Institute of Health Clinical Center
545, University of Pittsburgh Health Sciences
548, Walter and Eliza Hall Institute of Medical Research
549, Collaborative Innovation Center of Geospatial Technology
552, John Innes Center
553, National Human Genome Research Institute
560, University of Western Ontario
563, National Center for Nanoscience and Technology of China
569, Centro de Investigacion Biomedica en Red de Cancer
570, Institute of Biological Chemistry, Academia Sinica
571, National Institute on Alcohol Abuse and Alcoholism
574, Institut National de Recherche en Informatique et en Automatique *
575, Boyce Thompson Institute for Plant Research
578, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences
581, Qatar Computing Research Institute
583, Dalian Institute of Chemical Physics, Chinese Academy of Sciences
585, Minatec Campus d'Innovation en Micro et Nanotechnologies
588, UC Davis Health System
591, H. Lee Moffitt Cancer Center and Research Institute
595, CGIAR Consortium of International Agricultural Research *
606, Janssen Research & Development, LLC
608, Research Center for Information Technology Innovation Academia Sinica
610, Nanjing Medical University *
611, IMEC International
612, Center for Excellence in Brain Science and Intelligence Technology
615, Royal Netherlands Academy of Arts and Sciences *
619, Oxford University Hospitals NHS Trust
622, Genomics Research Center, Academia Sinica
624, National Institute of Child Health and Human Development
628, Pasteur Network *
632, Institute of Biomedical Science, Academia Sinica
637, Institut de Recerca Biomedica Barcelona
639, Joint Quantum Institute
641, Environmental Molecular Sciences Laboratory
649, Academy of Military Medical Sciences, Academy of Military Sciences of PLA
653, Nokia Bell Labs, France
656, Oslo University Hospital
659, CareGroup Healthcare System *
663, Toshiba Corp *
664, Institucio Catalana de Recerca i Estudis Avancats
669, Instituto de Agroquimica y Tecnologia de Alimentos 
677, Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences
680, Universite Claude Bernard Lyon 1 *
687, Biotechnology and Biological Sciences Research Council *
688, University Hospitals Leuven
691, University of North Carolina Health Care
692, Center for Global Infectious Disease Research
693, Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital
703, IDIAP Research Institute
705, The Royal Marsden NHS Foundation Trust
707, Guys & Saint Thomas NHS Foundation Trust
708, Takeda Pharmaceutical Co Inc, Japan
709, Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences
711, Nanjing Tech University
720, Morgridge Institute for Research
721, Centro de Regulacion Genomica
725, University of Minnesota Health and Medicine
729, Istituto per l'Endocrinologia e l'Oncologia Gaetano Salvatore
732, Sanquin Blood Supply
736, Northwest A and F University
744, New York State Department of Health *
746, Institute of Enzymology Hungarian Academy of Sciences
748, Center for Biologics Evaluation and Research
749, Danone Nederland BV
750, Takeda Pharmaceuticals International Inc, USA
752, China Petroleum and Chemical Corporation *
763, Ningbo Institute of Material Technology and Engineering, Chinese Academy of Sciences
770, Shionogi & Co Ltd
771, Instituto de Ciencia y Tecnologia de Polimeros
772, National Oceanic and Atmospheric Administration
776, National Digital Switching System Engineering and Technological Research Center
777, Royal Melbourne Institute of Technology *
785, Barcelona Institute of Science and Technology *
787, University of Colorado Cancer Center
789, Centro Pfizer - Universidad de Granada - Junta de Andalucia de Genomica e Investigacion Oncologica
790, Institute for Infocomm Research
794, National Health Commission of the People's Republic of China *
799, The Arizona Cancer Center
800, China National Petroleum Corp *
802, Fondazione IRCCS San Raffaele del Monte Tabor
809, Huawei Technologies Co Ltd, Hong Kong
814, ZEISS Group *
816, AbbVie Inc, United States
818, Daiichi Sankyo Co., Ltd. Japan
822, Universite Paul Sabatier, Toulouse III *
823, UCB Pharma SA, Belgium
827, The First Affiliated Hospital of Zhejiang University
828, Beijing National Laboratory for Molecular Sciences
829, Julius-Maximilians-Universitat Wurzburg *
830, BASF Group *
841, Sumitomo Group *
842, State Key Laboratory of Millimeter Waves
852, Nanjing Agricultural University
858, Harvard-Smithsonian Center for Astrophysics
861, Universitat Politecnica de Catalunya *
864, Bill and Melinda Gates Foundation
875, Lockheed Martin Corp *
882, Institut de Quimica Avancada de Catalunya
883, Imperial College Healthcare NHS Trust
884, Berlin Institute of Health
899, Istituto Nazionale Malattie Infettive Lazzaro Spallanzani IRCCS
905, Pacific Northwest National Laboratory *
909, Shenzhen Research Institute of Big Data
913, Helsinki University Central Hospital
914, Shenyang Pharmaceutical University
925, Barbara Ann Karmanos Cancer Institute
926, Great Ormond Street Hospital for Children NHS Trust
931, Pfizer Inc, Spain
935, Daiichi Sankyo Co., Ltd. *
936, Institut Mondor de Recherche Biomedicale
942, Blood Systems Research Institute
947, GeneDx
948, Ludwig Boltzmann Institute for Traumatology
949, University College London Hospital NHS Trust
951, Centro de Quimica Organica Manuel Lora Tamayo CS
963, Shanghai Public Health Clinical Center
964, Academy of Military Sciences of the Chinese People's Liberation Army *
971, Institut de Recherche en Cancerologie de Montpellier
972, Catholic University of Louvain
975, University Hospital Maastricht
976, Shanghai Cancer Institute
977, Klinikum Rechts der Isar der Technische Universitat Munchen
980, Institute of Information Science, Academia Sinica
984, NXP Semiconductors NV *
987, IrsiCaixa AIDS Research Institute
993, Hypertension Arterielle, Pulmonaire: Physiopathologie et Innovation Therapeutique
994, Lanzhou Institute of Chemical Physics, Chinese Academy of Sciences
996, Princess Margaret Cancer Centre
998, University of Texas, Health Science Center at Houston
1000, Centro de Investigacion Biomedica en Red sobre Enfermedades Neurodegenerativas, Madrid
1004, Union Hospital, Tongji Medical College
1005, Istituto di Farmacologia Traslazionale
1010, Princess Maxima Center
1014, Yonsei University Health System
1016, Klinikum Ludwig Maximilians Universitat Munchen
1017, Centre Mediterraneen de Medecine Moleculaire
1018, Swiss Federal Laboratories for Materials Science and Technology
1030, Istituto Nazionale dei Tumori Fondazione Giovanni Pascale IRCCS
1031, National Institute of Public Health of Japan
1032, University of South Florida System *
1034, Suzhou Institute of Nano-Tech and Nano-Bionics, Chinese Academy of Sciences
1036, Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Barcelona
1040, China Aerospace Science and Technology Corp *
1041, Kavli Institute for Particle Astrophysics and Cosmology
1050, Oxford Health NHS Foundation Trust
1051, Shanghai Medical College of Fudan University
1056, Instituto de Biologia Molecular y Celular de Plantas Eduardo Primo Yufera
1059, Public Health Scotland
1060, University of Florida Health Science Center
1066, The Florida A&M University and The Florida State University College of Engineering
1069, CEINGE-Biotecnologie Avanzate
1078, Queensland Institute of Medical Research
1080, Shanghai Institute of Ceramics, Chinese Academy of Sciences
1082, Consejo Nacional de Humanidades, Ciencias y Tecnologias *
1084, Institut Necker Enfants Malades
1085, Georgetown University Medical Center
1088, University Hospital of Bern
1092, The University of Newcastle
1094, Electronics Telecommunication Research Institute
1106, Olivia Newton-John Cancer Research Institute *
1108, Fundacio de Recerca Clinic Barcelona-Institut d��Investigacions Biomediques August Pi i Sunyer
1109, Centro de Investigacion Biomedica en Red de Enfermedades Hepaticas y Digestivas
1115, Wake Forest University Baptist Medical Center
1116, Centre de Recherches en Cancerologie de Toulouse
1118, Centre Interuniversitaire de Recherche et d'Ingenierie des Materiaux
1122, Fondazione Policlinico Universitario Agostino Gemelli IRCCS
1123, Weill Cornell Medicine, Qatar
1125, Instituto de Biologia Molecular y Celular del Cancer de Salamanca
1126, University of Wisconsin Health
1129, Temple Health
1130, BioTechMed-Graz
1135, Institut de Chimie des Substances Naturelles
1139, Forschungszentrum Julich in der Helmholtz Gemeinschaft
1140, Rutgers Cancer Institute of New Jersey
1145, Deutsche Telekom Headquarters *
1155, Cardiovascular Research Foundation
1164, Indian Council of Agricultural Research *
1165, CIC biomaGUNE
1173, Kunming Institute of Zoology, Chinese Academy of Sciences
1174, Laboratoire des Signaux et Systemes
1180, Centre de Recherche de l'Institut du Cerveau et de la Moelle Epiniere
1182, Institut Catala d'Oncologia, Badalona
1187, Sun Yat-sen University Cancer Center
1188, Centro de Investigacion Biomedica en Red sobre Enfermedades Neurodegenerativas
1193, Nanjing University of Information Science and Technology
1197, Chongqing University of Post and Telecommunications
1198, Institut de Sciences des Materiaux de Mulhouse
1199, Astellas Pharma Inc *
1202, South Eastern Sydney Local Health District *
1204, Universita degli Studi di Trento
1211, NASA Goddard Institute for Space Studies
1214, Victor Chang Cardiac Research Institute
1220, Institut de Bioenginyeria de Catalunya
1226, Public Health Agency of Sweden
1227, Moorfields Eye Hospital NHS Trust
1230, Royal Brompton and Harefield NHS Foundation Trust
1231, Luxembourg Institute of Health
1235, University Hospital Southampton NHS Foundation Trust
1236, Australian Research Council Centre of Excellence for Electromaterials Science
1242, Manchester University NHS Foundation Trust
1245, University of Virginia Health System
1247, Centro de Biotecnologia y Genomica de Plantas
1254, Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina
1256, Xiangya Hospital Affiliated to Central South University
1257, Advanced Institutes of Convergence Technology
1259, Science and Technology Facilities Council *
1260, Mitsubishi Electric Corp, Japan
1261, Joint Institute for Laboratory Astrophysics
1265, Melanoma Institute Australia
1266, Institut de Robotica i Informatica Industrial
1268, Guangdong Institute of Microbiology, GDAS
1271, University of South Alabama Health System
1279, European Commission - Joint Research Centre
1286, Fraunhofer Institut fur Bildgestutzte Medizin
1287, Basque Center for Macromolecular Design and Engineering
1291, University Hospital Antwerp
1292, Texas A&M University, Health Science Center
1299, Friedrich Loeffler Institutes Bundesforschungsinstitut fur Tiergesundheit
1300, Hamad Bin Khalifa University *
1301, Centro de Investigacion y Desarrollo Pascual Vila CS
1303, Institute of Process Engineering, Chinese Academy of Sciences
1304, VTT Technical Research Centre of Finland
1306, VA Northern California Health Care System
1307, Max Planck Institut fur Struktur und Dynamik der Materie
1309, PetroChina Co Ltd
1316, University of Texas Health Science Center at San Antonio 
1317, Fritz Haber Institut Max Planck Gesellschaft
1320, Athinoula A Martinos Center for Biomedical Imaging
1322, Institut de Recerca Hospital Universitari Vall d'Hebron
1324, Aerospace Information Research Institute, Chinese Academy of Sciences
1325, Tianjin University of Science and Technology
1326, Institut de Recerca contra la Leucemia Josep Carreras
1331, China Electronics Technology Group Corp *
1335, Saudi Arabian Oil Co, Saudi Arabia
1336, State Key Joint Laboratory of Integrated Optoelectronics
1338, St Michaels Hospital Toronto
1343, Tsinghua-Berkeley Shenzhen Institute
1344, Institut des Sciences Moleculaires de Marseille
1345, Institut de Chimie et Procedes pour l��Energie, l��Environnement et la Sante
1347, Manchester Academic Health Science Centre
1348, Raytheon Technologies Corporation *
1352, Istituto di Nanotecnologia
1355, Institute of Optics and Electronics, Chinese Academy of Sciences
1356, Panasonic Corp, Japan
1357, Arizona Health Sciences Center University of Arizona Tucson
1362, Wuhan National Laboratory for Optoelectronics
1363, Red de Institutos IMDEA *
1367, China Electronics Technology Group Corp No 54 Research Institute
1369, Skane University Hospital
1372, Institut Jean-Pierre Bourgin
1373, Changchun Institute of Optics Fine Mechanics and Physics, Chinese Academy of Sciences
1380, Fondazione IRCCS Istituto Nazionale Tumori di Milano
1381, Shahid Beheshti University of Medical Sciences and Health Services *
1384, Fujian Institute of Research On the Structure of Matter, Chinese Academy of Sciences
1388, University Hospitals Birmingham NHS Foundation Trust
1389, Barts and the London NHS Trust
1390, University of Illinois, College of Medicine at Chicago
1391, King Fahd Medical Research Center
1392, Kaiser Permanente Research, Washington
1393, Royal Free London NHS Foundation Trust
1402, Bayer Corp, USA
1407, Grupo Hospitalario Quironsalud *
1408, Maurice Wilkins Centre
1416, Imagerie et Cerveau
1426, Institut des Biomolecules Max Mousseron
1427, Institute of Information Engineering, Chinese Academy of Sciences
1429, European Commission - Joint Research Centre Ispra, Italy
1431, Thales Group France, S.A.
1432, The Leeds Teaching Hospitals NHS Trust
1439, Natural Environment Research Council *
1448, VA St Louis Health Care System
1449, Fimlab Laboratories
1450, Netherlands Institute for Neuroscience
1452, Fundacio per al Foment de la Investigacio Sanitaria i Biomedica
1461, University of California, Irvine Healthcare
1462, Conselleria de Sanidad A Coruna
1471, Institute of Molecular and Clinical Ophthalmology Basel
1477, Laboratoire d'Informatique Gaspard-Monge
1479, Institute of Physics, Chinese Academy of Sciences
1481, Centre Hospitalier Universitaire de Nantes *
1482, Instituto Goncalo Moniz
1483, Kunming Institute of Botany, Chinese Academy of Science
1491, National Institute for Health and Welfare
1492, Baker IDI Heart and Diabetes Institute
1494, Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences
1495, Instituto de Investigacion Sanitaria de Navarra
1496, NIHR Nottingham Biomedical Research Centre
1497, Institut fur Quantenoptik und Quanteninformation Osterreichische Akademie der Wissenschaften
1501, Mount Sinai Hospital Joseph and Wolf Lebovic Health Complex
1502, Nottingham University Hospitals NHS Trust
1504, Simons Foundation
1505, Taiyuan University of Technology
1510, Instituto de Salud Global de Barcelona
1514, Mossakowski Medical Research Centre Polish Academy of Sciences
1515, Institute of Chemical Biology and Fundamental Medicine Russian Academy of Sciences
1518, Basque Research and Technology Alliance *
1521, Istituto di Tecnologie Biomediche
1523, National University Health System *
1525, Hospital Universitario Fundacion Jimenez Diaz
1527, Daegu Gyeongbuk Institute of Science and Technology
1533, The Manchester Metropolitan University
1534, Helios Kliniken GmbH *
1540, National Institutes of Biomedical Innovation, Health and Nutrition
1541, Istituto Dalle Molle di Studi sull'Intelligenza Artificiale
1545, Xinjiang Technical Institute of Physics and Chemistry, Chinese Academy of Sciences
1548, Deutsches Diabetes-Zentrum - Leibniz-Zentrum fur Diabetes-Forschung an der Heinrich-Heine-Universitat Dusseldorf
1552, Heidelberger Institut fur Theoretische Studien
1560, Fondazione IRCCS Ospedale Maggiore Policlinico, Mangiagalli e Regina Elena
1564, Chevron Corp
1565, Consorzio Nazionale Interuniversitario per le Telecomunicazioni
1566, University of Chicago Medical Center 
1567, State University - Higher School of Economics
1568, Laboratoire Traitement et Communication de l'Information
1569, Conselleria do Medio Rural Ourense
1570, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences
1571, Danish Cancer Society
1573, Deutsche Forschungszentrum fur Kunstliche Intelligenz
1575, Affiliated People's Hospital of Jiangsu University
1591, Kings College Hospital NHS Foundation Trust
1592, Guangdong Power Grid Co Ltd
1594, Korea Institute of Oriental Medicine
1596, Newcastle upon Tyne Hospitals NHS Foundation Trust
1599, China National Rice Research Institute
1601, Institute of Semiconductors, Chinese Academy of Sciences
1602, Florey Neuroscience Institutes
1604, L'Unite de Recherche de l'Institut du Thorax
1607, Ikerbasque-Basque Foundation for Science
1612, World Health Organization Regional Office for the Eastern Mediterranean, Egypt
1613, Kinderspital Zurich, Universitats-Kinderklinik
1617, Northwest University, Xi'an
1622, University of New Mexico Health Sciences Center
1624, Synopsys Inc *
1626, Institut de Ciencies Fotoniques
1627, Estacion Experimental del Zaidin 
1628, Centro de Investigacion Biomedica en Red de Enfermedades Hepaticas y Digestivas, Madrid
1631, Health Data Research UK
1632, Heuristique et Diagnostic des Systemes Complexes
1636, Carnegie Institution for Science *
1637, The Fifth Medical Center of the PLA General Hospital
1638, Instituto Nacional de Infectologia Evandro Chagas
1644, Institute of Zoology, Chinese Academy of Sciences
1646, Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Madrid
1648, University of Hawai'i Cancer Center
1650, NHS Greater Glasgow and Clyde
1652, Astellas Pharma Inc
1653, Istituto per la Tecnologia delle Membrane
1655, Nippon Telegraph and Telephone Corp, USA
1657, Pfizer Inc, United Kingdom
1666, Medtronic Inc, USA
1669, Ministry of Industry and Information Technology
1674, Irish Agriculture and Food Development Authority
1676, Max Planck UCL Centre for Computational Psychiatry and Ageing Research
1682, Second Xiangya Hospital Affiliated to Central South University
1684, St Georges University of London
1686, Air Force Medical University *
1687, National Kyushu Cancer Center
1692, Leibniz Institut fur Naturstoff-Forschung und Infektionsbiologie e.V. Hans-Knoll-Institut
1702, Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences
1708, Maccabi Health Care Services
1709, Singapore Eye Research Institute
1711, Gottfried Wilhelm Leibniz Universitat Hannover
1712, United Nations Educational, Scientific and Cultural Organization
1715, Instituto Regional de Investigacion y Desarrollo Agroalimentario y Forestal de Castilla La Mancha
1718, Innovation Academy for Precision Measurement Science and Technology, Chinese Academy of Sciences
1719, George Institute for International Health *
1720, Institute of Acoustics, Chinese Academy of Sciences
1721, Texas A&M University at Qatar
1726, Japanese Foundation for Cancer Research
1732, Netherlands Organisation for Applied Scientific Research *
1733, Istituto di Cristallografia
1735, Okinawa Institute of Science and Technology Graduate University
1736, Scuola Superiore S. Anna di Studi Universitari e di Perfezionamento *
1738, Swedish Health Services
1739, Institut Hospital del Mar d��Investigacions Mediques
1745, Institut MitoVasc
1749, Netherlands Environmental Assessment Agency
1750, Papworth Hospital NHS Foundation Trust
1752, Instituto de Investigacion Sanitaria FJD, UAM
1754, Qingdao National Laboratory for Marine Science and Technology
1756, Cardiovasculaire, Metabolisme, Diabetologie & Nutrition
1757, Fraunhofer Institut fur Werkstoff- und Strahltechnik
1759, Centro di Riferimento Oncologico Aviano IRCCS
1760, Montreal Neurological Institute and Hospital
1762, Institut de Recerca i Tecnologia Agroalimentaries Barcelona
1764, Shanghai Institute of Microsystem and Information Technology
1765, Institut de Diagnosi Ambiental i Estudis de l'Aigua
1768, Centre for Eye Research Australia
1774, Frontiers Media SA
1779, State Grid Zhejiang Electric Power Co
1780, GlobalFoundries Inc *
1784, State Key Laboratory of Cryptology
1785, Universitatsklinikums Aachen
1794, First Hospital of Jilin University
1795, Hefei Institutes of Physical Sciences, Chinese Academy of Sciences
1796, Flemish Institute for Technological Research
1797, Toshiba Corp, Japan
1801, National Innovation Institute of Defense Technology, Academy of Military Sciences of PLA
1802, Centro de Investigacion Biomedica en Red de Enfermedades Raras
1804, World Health Organization, Denmark
1805, Lille Neuroscience et Cognition Research Centre
1815, Fraunhofer-Institut fur Optronik, Systemtechnik und Bildauswertung
1817, International Centre for Genetic Engineering and Biotechnology, Trieste
1820, Instituto IMDEA Materiales
1821, Shanghai Cancer Center Fudan University
1826, Institute of Macromolecular Chemistry of the ASCR
1830, Computer Network Information Center, Chinese Academy of Sciences
1831, Services Repartis, Architectures, Modelisation, Validation, Administration des Reseaux
1838, Infrared Processing and Analysis Center
1840, Hillingdon Hospitals NHS Foundation Trust
1843, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences
1845, Camden and Islington NHS Foundation Trust
1846, First Affiliated Hospital of Xi'an Jiaotong University
1847, Institut d'Investigacio Biomedica de Bellvitge
1851, Ecole Nationale Superieure des Mines de Paris
1853, Forschungszentrum Borstel �C Leibniz-Zentrum fur Medizin und Biowissenschaften
1855, South London and Maudsley NHS Foundation Trust
1859, Centro de Investigacion Biomedica en Red de Enfermedades Raras, Madrid
1860, Istituto di Elettronica e di Ingegneria dell'Informazione e delle Telecomunicazioni
1862, Hudson Institute of Medical Research
1863, Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH
1865, Lipides, Nutrition, Cancer
1867, Instituto de Investigacion en Ciencias de la Salud Germans Trias i Pujol
1868, Centro de Investigacion Biomedica en Red Fisiopatologia de la Obesidad y Nutricion
1869, Azienda Ospedaliero Universitaria di Bologna - Policlinico di Sant'Orsola Malpighi
1874, George Washington The School of Medicine & Health Sciences
1881, Shanghai Academy of Agricultural Sciences
1884, Agence Nationale de la Securite Sanitaire de l'Alimentation, de l'Environnement et du Travail *
1895, Research Centre for Natural Sciences
1900, Centre de Recherche en Acquisition et Traitement de l'Image pour la Sante
1901, City University of New York, Hunter College
1904, Netherlands Institute of Ecology
1909, Fundacion Agencia Aragonesa para la Investigacion y Desarrollo
1910, Fondazione IRCCS Policlinico San Matteo 
1914, Los Angeles Biomedical Research Institute
1916, National Center for Geriatrics and Gerontology *
1918, National University of Science and Technology, Islamabad
1919, Lankenau Institute for Medical Research
1922, Centro de Fisica Miguel Antonio Catalan CS
1923, Sun Yat-sen University Second Hospital
1927, KBR Inc *
1929, Rolls-Royce Holdings plc *
1932, National Center for Global Health and Medicine
1935, Institute of Microelectronics, Chinese Academy of Sciences
1937, Institut National de Physique Nucleaire et de Physique des Particules
1941, Grupo Hospitalario Quironsalud, Spain
1944, Akershus University Hospital
1948, AgroParisTech, Institut des Sciences et Industries du Vivant et de l'Environnement
1949, Universita degli Studi del Piemonte Orientale Amedeo Avogadro
1956, Shanghai University of Traditional Chinese Medicine *
1958, Institut Parisien de Chimie Moleculaire
1960, Pharmaceutical Product Development LLC
1961, Nanjing Drum Tower Hospital
1962, Huzhou University
1963, Research Institute of Industrial Science & Technology, Pohang
1968, Instituto Rene Rachou
1974, Institute of Software, Chinese Academy of Science
1975, Institute of Atomic and Molecular Sciences, Academia Sinica
1979, Basque Excellence Research Centre *
1980, State Grid Sichuan Electric Power Research Institute
1982, Montreal Heart Institute
1985, Ecole Polytechnique de Montreal
1986, Abo Academy University
1987, Instituto de Investigacion Sanitaria Fundacion para la Investigacion del Hospital Clinico de Valencia - INCLIVA
1994, State Key Joint Laboratory of Environmental Simulation and Pollution Control
1997, Swedish Meteorological and Hydrological Institute
1998, Ottawa Hospital Research Institute
1999, Harry Perkins Institute of Medical Research
2001, Institut Europeen des Membranes
2007, Chung-Ho Memorial Hospital
2008, Guangzhou Municipal People's Government  *
2011, VA Northeast Ohio Healthcare System
2015, Mitsubishi Chemical Group Corp
2018, University Hospitals Leicester NHS Trust
2025, National Hospital Organization Kyoto Medical Center
2026, Industrial Technology Research Institute of Taiwan
2032, Australian Research Council Centre of Excellence for Nanoscale BioPhotonics
2037, Academy of Scientific and Innovative Research
2041, Centro Nacional de Microelectronica CS
2048, James J. Peters VA Medical Center
2053, State Grid Jiangsu Electric Power Co
2054, Centre Hospitalier Universitaire de Toulouse *
2063, Sun Yat-sen University Fifth Hospital
2074, Cancercare Manitoba
2078, Instituto Portugues de Oncologia de Lisboa Francisco Gentil
2079, State Grid Shandong Electric Power Co
2080, BC Children's Hospital and Sunny Hill Health Centre for Children Vancouver
2081, Collaborative Innovation Center of Quantum Matter
2083, Universite du Quebec en Montreal
2092, Saint Luke��s Mid America Heart Institute
2093, Institute of Metal Research, Chinese Academy of Sciences
2094, Virginia-Maryland Regional College of Veterinary Medicine
2095, Institute of Chemistry, Academia Sinica
2098, Instituto de Fisica Corpuscular
2101, Universita degli Studi Gabriele d'Annunzio di Chieti e Pescara
2102, European Organization for Nuclear Research
2105, Centro de Investigaciones Energeticas, Medioambientales y Tecnologicas
2106, Optum Inc
2107, Affiliated Jiangsu Cancer Hospital
